pid,n_sessions,n_transitions,first_session_id,last_session_id,first_state,last_state,state_sequence,session_id_sequence,has_minimal_state,has_purchase_anomaly,update_window_sessions
p10086,4,3,p10086_s0001,p10086_s0004,0,2,0 2 1 2,p10086_s0001 p10086_s0002 p10086_s0003 p10086_s0004,False,False,0
p10087,3,2,p10087_s0001,p10087_s0003,0,1,0 2 1,p10087_s0001 p10087_s0002 p10087_s0003,False,False,0
p10088,15,14,p10088_s0001,p10088_s0015,0,4,0 1 2 1 2 2 1 1 1 1 1 1 4 4 4,p10088_s0001 p10088_s0002 p10088_s0003 p10088_s0004 p10088_s0005 p10088_s0006 p10088_s0007 p10088_s0008 p10088_s0009 p10088_s0010 p10088_s0011 p10088_s0012 p10088_s0013 p10088_s0014 p10088_s0015,True,False,1
p10089,1,0,p10089_s0001,p10089_s0001,4,4,4,p10089_s0001,True,False,0
p1009,26,25,p1009_s0001,p1009_s0026,0,4,0 1 1 1 1 2 1 1 1 2 1 2 1 1 1 1 2 1 1 1 2 3 3 1 4 4,p1009_s0001 p1009_s0002 p1009_s0003 p1009_s0004 p1009_s0005 p1009_s0006 p1009_s0007 p1009_s0008 p1009_s0009 p1009_s0010 p1009_s0011 p1009_s0012 p1009_s0013 p1009_s0014 p1009_s0015 p1009_s0016 p1009_s0017 p1009_s0018 p1009_s0019 p1009_s0020 p1009_s0021 p1009_s0022 p1009_s0023 p1009_s0024 p1009_s0025 p1009_s0026,True,False,2
p10090,1,0,p10090_s0001,p10090_s0001,0,0,0,p10090_s0001,False,False,0
p10091,14,13,p10091_s0001,p10091_s0014,0,4,0 2 1 2 1 1 2 1 1 1 1 1 4 4,p10091_s0001 p10091_s0002 p10091_s0003 p10091_s0004 p10091_s0005 p10091_s0006 p10091_s0007 p10091_s0008 p10091_s0009 p10091_s0010 p10091_s0011 p10091_s0012 p10091_s0013 p10091_s0014,True,False,0
p10092,3,2,p10092_s0001,p10092_s0003,0,2,0 1 2,p10092_s0001 p10092_s0002 p10092_s0003,False,False,0
p10093,97,96,p10093_s0001,p10093_s0097,0,4,0 1 2 2 1 2 2 1 3 2 2 3 1 2 1 1 1 1 1 2 1 1 1 1 1 2 2 2 3 2 1 3 1 2 1 2 1 1 1 2 2 2 2 2 1 1 1 2 2 2 3 2 2 2 1 1 1 1 1 1 2 2 1 3 2 1 1 1 2 1 2 2 4 1 2 1 2 2 3 2 1 4 2 1 1 2 1 2 1 2 2 2 2 3 4 4 4,p10093_s0001 p10093_s0002 p10093_s0003 p10093_s0004 p10093_s0005 p10093_s0006 p10093_s0007 p10093_s0008 p10093_s0009 p10093_s0010 p10093_s0011 p10093_s0012 p10093_s0013 p10093_s0014 p10093_s0015 p10093_s0016 p10093_s0017 p10093_s0018 p10093_s0019 p10093_s0020 p10093_s0021 p10093_s0022 p10093_s0023 p10093_s0024 p10093_s0025 p10093_s0026 p10093_s0027 p10093_s0028 p10093_s0029 p10093_s0030 p10093_s0031 p10093_s0032 p10093_s0033 p10093_s0034 p10093_s0035 p10093_s0036 p10093_s0037 p10093_s0038 p10093_s0039 p10093_s0040 p10093_s0041 p10093_s0042 p10093_s0043 p10093_s0044 p10093_s0045 p10093_s0046 p10093_s0047 p10093_s0048 p10093_s0049 p10093_s0050 p10093_s0051 p10093_s0052 p10093_s0053 p10093_s0054 p10093_s0055 p10093_s0056 p10093_s0057 p10093_s0058 p10093_s0059 p10093_s0060 p10093_s0061 p10093_s0062 p10093_s0063 p10093_s0064 p10093_s0065 p10093_s0066 p10093_s0067 p10093_s0068 p10093_s0069 p10093_s0070 p10093_s0071 p10093_s0072 p10093_s0073 p10093_s0074 p10093_s0075 p10093_s0076 p10093_s0077 p10093_s0078 p10093_s0079 p10093_s0080 p10093_s0081 p10093_s0082 p10093_s0083 p10093_s0084 p10093_s0085 p10093_s0086 p10093_s0087 p10093_s0088 p10093_s0089 p10093_s0090 p10093_s0091 p10093_s0092 p10093_s0093 p10093_s0094 p10093_s0095 p10093_s0096 p10093_s0097,True,False,3
p10094,1,0,p10094_s0001,p10094_s0001,0,0,0,p10094_s0001,False,False,0
p10095,1,0,p10095_s0001,p10095_s0001,1,1,1,p10095_s0001,False,False,0
p10096,29,28,p10096_s0001,p10096_s0029,0,4,0 1 3 4 2 1 1 2 2 1 3 2 1 2 2 1 1 1 2 1 2 2 2 1 2 2 2 2 4,p10096_s0001 p10096_s0002 p10096_s0003 p10096_s0004 p10096_s0005 p10096_s0006 p10096_s0007 p10096_s0008 p10096_s0009 p10096_s0010 p10096_s0011 p10096_s0012 p10096_s0013 p10096_s0014 p10096_s0015 p10096_s0016 p10096_s0017 p10096_s0018 p10096_s0019 p10096_s0020 p10096_s0021 p10096_s0022 p10096_s0023 p10096_s0024 p10096_s0025 p10096_s0026 p10096_s0027 p10096_s0028 p10096_s0029,True,False,1
p10097,10,9,p10097_s0001,p10097_s0010,0,4,0 1 2 1 1 1 2 4 4 4,p10097_s0001 p10097_s0002 p10097_s0003 p10097_s0004 p10097_s0005 p10097_s0006 p10097_s0007 p10097_s0008 p10097_s0009 p10097_s0010,True,False,0
p10098,6,5,p10098_s0001,p10098_s0006,3,1,3 2 1 2 1 1,p10098_s0001 p10098_s0002 p10098_s0003 p10098_s0004 p10098_s0005 p10098_s0006,False,False,1
p10099,13,12,p10099_s0001,p10099_s0013,0,2,0 1 2 1 3 1 2 1 2 1 1 2 2,p10099_s0001 p10099_s0002 p10099_s0003 p10099_s0004 p10099_s0005 p10099_s0006 p10099_s0007 p10099_s0008 p10099_s0009 p10099_s0010 p10099_s0011 p10099_s0012 p10099_s0013,False,False,0
p101,9,8,p101_s0001,p101_s0009,0,2,0 0 1 2 2 1 1 1 2,p101_s0001 p101_s0002 p101_s0003 p101_s0004 p101_s0005 p101_s0006 p101_s0007 p101_s0008 p101_s0009,False,False,0
p1010,2,1,p1010_s0001,p1010_s0002,0,1,0 1,p1010_s0001 p1010_s0002,False,False,0
p10100,7,6,p10100_s0001,p10100_s0007,0,2,0 1 1 1 1 1 2,p10100_s0001 p10100_s0002 p10100_s0003 p10100_s0004 p10100_s0005 p10100_s0006 p10100_s0007,False,False,0
p10101,1,0,p10101_s0001,p10101_s0001,4,4,4,p10101_s0001,True,False,0
p10102,3,2,p10102_s0001,p10102_s0003,2,1,2 3 1,p10102_s0001 p10102_s0002 p10102_s0003,False,False,0
p10103,40,39,p10103_s0001,p10103_s0040,0,4,0 1 2 2 2 2 1 2 1 2 2 2 2 1 1 1 1 1 2 1 1 1 2 1 1 2 1 2 2 2 2 1 2 2 1 2 1 2 2 4,p10103_s0001 p10103_s0002 p10103_s0003 p10103_s0004 p10103_s0005 p10103_s0006 p10103_s0007 p10103_s0008 p10103_s0009 p10103_s0010 p10103_s0011 p10103_s0012 p10103_s0013 p10103_s0014 p10103_s0015 p10103_s0016 p10103_s0017 p10103_s0018 p10103_s0019 p10103_s0020 p10103_s0021 p10103_s0022 p10103_s0023 p10103_s0024 p10103_s0025 p10103_s0026 p10103_s0027 p10103_s0028 p10103_s0029 p10103_s0030 p10103_s0031 p10103_s0032 p10103_s0033 p10103_s0034 p10103_s0035 p10103_s0036 p10103_s0037 p10103_s0038 p10103_s0039 p10103_s0040,True,False,0
p10104,20,19,p10104_s0001,p10104_s0020,0,4,0 3 2 2 1 2 2 2 1 2 2 1 1 2 2 1 1 2 2 4,p10104_s0001 p10104_s0002 p10104_s0003 p10104_s0004 p10104_s0005 p10104_s0006 p10104_s0007 p10104_s0008 p10104_s0009 p10104_s0010 p10104_s0011 p10104_s0012 p10104_s0013 p10104_s0014 p10104_s0015 p10104_s0016 p10104_s0017 p10104_s0018 p10104_s0019 p10104_s0020,True,False,1
p10105,2,1,p10105_s0001,p10105_s0002,0,4,0 4,p10105_s0001 p10105_s0002,True,False,0
p10106,1,0,p10106_s0001,p10106_s0001,2,2,2,p10106_s0001,False,False,0
p10107,15,14,p10107_s0001,p10107_s0015,3,3,3 1 1 1 1 1 1 1 2 1 1 2 3 1 3,p10107_s0001 p10107_s0002 p10107_s0003 p10107_s0004 p10107_s0005 p10107_s0006 p10107_s0007 p10107_s0008 p10107_s0009 p10107_s0010 p10107_s0011 p10107_s0012 p10107_s0013 p10107_s0014 p10107_s0015,False,False,0
p10108,1,0,p10108_s0001,p10108_s0001,4,4,4,p10108_s0001,True,False,0
p1011,1,0,p1011_s0001,p1011_s0001,0,0,0,p1011_s0001,False,False,1
p10110,25,24,p10110_s0001,p10110_s0025,0,2,0 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 2 1 1 1 4 2 2,p10110_s0001 p10110_s0002 p10110_s0003 p10110_s0004 p10110_s0005 p10110_s0006 p10110_s0007 p10110_s0008 p10110_s0009 p10110_s0010 p10110_s0011 p10110_s0012 p10110_s0013 p10110_s0014 p10110_s0015 p10110_s0016 p10110_s0017 p10110_s0018 p10110_s0019 p10110_s0020 p10110_s0021 p10110_s0022 p10110_s0023 p10110_s0024 p10110_s0025,True,False,1
p10111,4,3,p10111_s0001,p10111_s0004,2,4,2 1 4 4,p10111_s0001 p10111_s0002 p10111_s0003 p10111_s0004,True,False,0
p10112,1,0,p10112_s0001,p10112_s0001,0,0,0,p10112_s0001,False,False,0
p10114,1,0,p10114_s0001,p10114_s0001,0,0,0,p10114_s0001,False,False,0
p10115,2,1,p10115_s0001,p10115_s0002,2,4,2 4,p10115_s0001 p10115_s0002,True,False,0
p10116,10,9,p10116_s0001,p10116_s0010,0,4,0 1 1 1 1 2 2 1 1 4,p10116_s0001 p10116_s0002 p10116_s0003 p10116_s0004 p10116_s0005 p10116_s0006 p10116_s0007 p10116_s0008 p10116_s0009 p10116_s0010,True,False,0
p10117,9,8,p10117_s0001,p10117_s0009,0,2,0 3 3 1 2 3 2 2 2,p10117_s0001 p10117_s0002 p10117_s0003 p10117_s0004 p10117_s0005 p10117_s0006 p10117_s0007 p10117_s0008 p10117_s0009,False,False,5
p10118,1,0,p10118_s0001,p10118_s0001,2,2,2,p10118_s0001,False,False,0
p10119,1,0,p10119_s0001,p10119_s0001,0,0,0,p10119_s0001,False,False,0
p1012,9,8,p1012_s0001,p1012_s0009,0,4,0 1 1 1 2 1 3 3 4,p1012_s0001 p1012_s0002 p1012_s0003 p1012_s0004 p1012_s0005 p1012_s0006 p1012_s0007 p1012_s0008 p1012_s0009,True,False,0
p10120,1,0,p10120_s0001,p10120_s0001,0,0,0,p10120_s0001,False,False,0
p10121,1,0,p10121_s0001,p10121_s0001,4,4,4,p10121_s0001,True,False,0
p10122,1,0,p10122_s0001,p10122_s0001,4,4,4,p10122_s0001,True,False,0
p10123,3,2,p10123_s0001,p10123_s0003,0,4,0 1 4,p10123_s0001 p10123_s0002 p10123_s0003,True,False,0
p10124,1,0,p10124_s0001,p10124_s0001,0,0,0,p10124_s0001,False,False,0
p10125,2,1,p10125_s0001,p10125_s0002,0,4,0 4,p10125_s0001 p10125_s0002,True,False,0
p10126,24,23,p10126_s0001,p10126_s0024,0,4,0 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 3 2 1 1 4,p10126_s0001 p10126_s0002 p10126_s0003 p10126_s0004 p10126_s0005 p10126_s0006 p10126_s0007 p10126_s0008 p10126_s0009 p10126_s0010 p10126_s0011 p10126_s0012 p10126_s0013 p10126_s0014 p10126_s0015 p10126_s0016 p10126_s0017 p10126_s0018 p10126_s0019 p10126_s0020 p10126_s0021 p10126_s0022 p10126_s0023 p10126_s0024,True,False,2
p10127,4,3,p10127_s0001,p10127_s0004,0,4,0 1 2 4,p10127_s0001 p10127_s0002 p10127_s0003 p10127_s0004,True,False,0
p10128,19,18,p10128_s0001,p10128_s0019,0,4,0 1 0 1 1 1 2 1 1 1 2 4 2 1 1 4 4 4 4,p10128_s0001 p10128_s0002 p10128_s0003 p10128_s0004 p10128_s0005 p10128_s0006 p10128_s0007 p10128_s0008 p10128_s0009 p10128_s0010 p10128_s0011 p10128_s0012 p10128_s0013 p10128_s0014 p10128_s0015 p10128_s0016 p10128_s0017 p10128_s0018 p10128_s0019,True,False,1
p10129,6,5,p10129_s0001,p10129_s0006,0,2,0 1 2 1 2 2,p10129_s0001 p10129_s0002 p10129_s0003 p10129_s0004 p10129_s0005 p10129_s0006,False,False,0
p1013,4,3,p1013_s0001,p1013_s0004,0,1,0 1 1 1,p1013_s0001 p1013_s0002 p1013_s0003 p1013_s0004,False,False,2
p10130,17,16,p10130_s0001,p10130_s0017,0,2,0 2 1 1 1 2 1 4 2 2 2 2 2 2 1 2 2,p10130_s0001 p10130_s0002 p10130_s0003 p10130_s0004 p10130_s0005 p10130_s0006 p10130_s0007 p10130_s0008 p10130_s0009 p10130_s0010 p10130_s0011 p10130_s0012 p10130_s0013 p10130_s0014 p10130_s0015 p10130_s0016 p10130_s0017,True,False,1
p10131,2,1,p10131_s0001,p10131_s0002,0,1,0 1,p10131_s0001 p10131_s0002,False,False,0
p10132,3,2,p10132_s0001,p10132_s0003,0,4,0 4 4,p10132_s0001 p10132_s0002 p10132_s0003,True,False,0
p10133,10,9,p10133_s0001,p10133_s0010,0,4,0 1 2 1 1 1 1 1 1 4,p10133_s0001 p10133_s0002 p10133_s0003 p10133_s0004 p10133_s0005 p10133_s0006 p10133_s0007 p10133_s0008 p10133_s0009 p10133_s0010,True,False,1
p10134,19,18,p10134_s0001,p10134_s0019,0,1,0 1 1 2 1 1 1 1 1 1 1 1 1 2 2 2 1 2 1,p10134_s0001 p10134_s0002 p10134_s0003 p10134_s0004 p10134_s0005 p10134_s0006 p10134_s0007 p10134_s0008 p10134_s0009 p10134_s0010 p10134_s0011 p10134_s0012 p10134_s0013 p10134_s0014 p10134_s0015 p10134_s0016 p10134_s0017 p10134_s0018 p10134_s0019,False,False,0
p10135,1,0,p10135_s0001,p10135_s0001,0,0,0,p10135_s0001,False,False,0
p10136,1,0,p10136_s0001,p10136_s0001,0,0,0,p10136_s0001,False,False,1
p10137,14,13,p10137_s0001,p10137_s0014,0,4,0 1 2 2 2 1 2 2 2 1 2 1 2 4,p10137_s0001 p10137_s0002 p10137_s0003 p10137_s0004 p10137_s0005 p10137_s0006 p10137_s0007 p10137_s0008 p10137_s0009 p10137_s0010 p10137_s0011 p10137_s0012 p10137_s0013 p10137_s0014,True,False,1
p10138,1,0,p10138_s0001,p10138_s0001,0,0,0,p10138_s0001,False,False,0
p10139,8,7,p10139_s0001,p10139_s0008,4,1,4 1 1 1 1 2 1 1,p10139_s0001 p10139_s0002 p10139_s0003 p10139_s0004 p10139_s0005 p10139_s0006 p10139_s0007 p10139_s0008,True,False,0
p1014,1,0,p1014_s0001,p1014_s0001,4,4,4,p1014_s0001,True,False,0
p10140,19,18,p10140_s0001,p10140_s0019,0,1,0 2 1 2 1 1 1 1 1 1 2 2 2 2 1 1 3 1 1,p10140_s0001 p10140_s0002 p10140_s0003 p10140_s0004 p10140_s0005 p10140_s0006 p10140_s0007 p10140_s0008 p10140_s0009 p10140_s0010 p10140_s0011 p10140_s0012 p10140_s0013 p10140_s0014 p10140_s0015 p10140_s0016 p10140_s0017 p10140_s0018 p10140_s0019,False,False,0
p10141,38,37,p10141_s0001,p10141_s0038,0,2,0 1 1 1 1 1 1 1 1 2 1 1 1 2 2 2 2 2 2 1 1 2 1 1 1 2 1 2 2 1 1 1 1 1 2 2 1 2,p10141_s0001 p10141_s0002 p10141_s0003 p10141_s0004 p10141_s0005 p10141_s0006 p10141_s0007 p10141_s0008 p10141_s0009 p10141_s0010 p10141_s0011 p10141_s0012 p10141_s0013 p10141_s0014 p10141_s0015 p10141_s0016 p10141_s0017 p10141_s0018 p10141_s0019 p10141_s0020 p10141_s0021 p10141_s0022 p10141_s0023 p10141_s0024 p10141_s0025 p10141_s0026 p10141_s0027 p10141_s0028 p10141_s0029 p10141_s0030 p10141_s0031 p10141_s0032 p10141_s0033 p10141_s0034 p10141_s0035 p10141_s0036 p10141_s0037 p10141_s0038,False,False,1
p10142,2,1,p10142_s0001,p10142_s0002,0,1,0 1,p10142_s0001 p10142_s0002,False,False,2
p10143,5,4,p10143_s0001,p10143_s0005,4,2,4 1 1 1 2,p10143_s0001 p10143_s0002 p10143_s0003 p10143_s0004 p10143_s0005,True,False,0
p10144,1,0,p10144_s0001,p10144_s0001,4,4,4,p10144_s0001,True,False,0
p10146,1,0,p10146_s0001,p10146_s0001,0,0,0,p10146_s0001,False,False,0
p10147,7,6,p10147_s0001,p10147_s0007,0,1,0 1 3 2 3 3 1,p10147_s0001 p10147_s0002 p10147_s0003 p10147_s0004 p10147_s0005 p10147_s0006 p10147_s0007,False,False,5
p10148,1,0,p10148_s0001,p10148_s0001,0,0,0,p10148_s0001,False,False,0
p10149,1,0,p10149_s0001,p10149_s0001,3,3,3,p10149_s0001,False,False,0
p1015,38,37,p1015_s0001,p1015_s0038,0,1,0 1 1 1 1 1 1 1 1 1 2 1 3 1 2 2 3 1 3 3 3 1 2 3 0 1 3 3 2 2 2 1 2 1 1 4 3 1,p1015_s0001 p1015_s0002 p1015_s0003 p1015_s0004 p1015_s0005 p1015_s0006 p1015_s0007 p1015_s0008 p1015_s0009 p1015_s0010 p1015_s0011 p1015_s0012 p1015_s0013 p1015_s0014 p1015_s0015 p1015_s0016 p1015_s0017 p1015_s0018 p1015_s0019 p1015_s0020 p1015_s0021 p1015_s0022 p1015_s0023 p1015_s0024 p1015_s0025 p1015_s0026 p1015_s0027 p1015_s0028 p1015_s0029 p1015_s0030 p1015_s0031 p1015_s0032 p1015_s0033 p1015_s0034 p1015_s0035 p1015_s0036 p1015_s0037 p1015_s0038,True,False,0
p10150,28,27,p10150_s0001,p10150_s0028,0,4,0 1 2 1 2 1 1 1 1 2 1 1 1 2 1 1 2 1 2 1 1 4 1 1 2 1 3 4,p10150_s0001 p10150_s0002 p10150_s0003 p10150_s0004 p10150_s0005 p10150_s0006 p10150_s0007 p10150_s0008 p10150_s0009 p10150_s0010 p10150_s0011 p10150_s0012 p10150_s0013 p10150_s0014 p10150_s0015 p10150_s0016 p10150_s0017 p10150_s0018 p10150_s0019 p10150_s0020 p10150_s0021 p10150_s0022 p10150_s0023 p10150_s0024 p10150_s0025 p10150_s0026 p10150_s0027 p10150_s0028,True,False,0
p10151,19,18,p10151_s0001,p10151_s0019,0,2,0 1 1 1 1 1 1 1 1 2 3 2 1 2 1 2 1 2 2,p10151_s0001 p10151_s0002 p10151_s0003 p10151_s0004 p10151_s0005 p10151_s0006 p10151_s0007 p10151_s0008 p10151_s0009 p10151_s0010 p10151_s0011 p10151_s0012 p10151_s0013 p10151_s0014 p10151_s0015 p10151_s0016 p10151_s0017 p10151_s0018 p10151_s0019,False,False,0
p10152,1,0,p10152_s0001,p10152_s0001,4,4,4,p10152_s0001,True,False,0
p10153,1,0,p10153_s0001,p10153_s0001,0,0,0,p10153_s0001,False,False,1
p10154,1,0,p10154_s0001,p10154_s0001,2,2,2,p10154_s0001,False,False,0
p10155,1,0,p10155_s0001,p10155_s0001,0,0,0,p10155_s0001,False,False,0
p10156,1,0,p10156_s0001,p10156_s0001,0,0,0,p10156_s0001,False,False,1
p10157,3,2,p10157_s0001,p10157_s0003,0,4,0 1 4,p10157_s0001 p10157_s0002 p10157_s0003,True,False,2
p10158,7,6,p10158_s0001,p10158_s0007,4,2,4 4 1 1 3 1 2,p10158_s0001 p10158_s0002 p10158_s0003 p10158_s0004 p10158_s0005 p10158_s0006 p10158_s0007,True,False,2
p10159,11,10,p10159_s0001,p10159_s0011,0,1,0 1 1 2 2 2 2 1 2 2 1,p10159_s0001 p10159_s0002 p10159_s0003 p10159_s0004 p10159_s0005 p10159_s0006 p10159_s0007 p10159_s0008 p10159_s0009 p10159_s0010 p10159_s0011,False,False,0
p1016,10,9,p1016_s0001,p1016_s0010,3,1,3 2 2 3 1 1 1 1 1 1,p1016_s0001 p1016_s0002 p1016_s0003 p1016_s0004 p1016_s0005 p1016_s0006 p1016_s0007 p1016_s0008 p1016_s0009 p1016_s0010,False,False,0
p10160,6,5,p10160_s0001,p10160_s0006,3,4,3 3 3 3 3 4,p10160_s0001 p10160_s0002 p10160_s0003 p10160_s0004 p10160_s0005 p10160_s0006,True,False,0
p10161,15,14,p10161_s0001,p10161_s0015,0,2,0 1 1 3 1 1 1 2 2 1 1 1 2 4 2,p10161_s0001 p10161_s0002 p10161_s0003 p10161_s0004 p10161_s0005 p10161_s0006 p10161_s0007 p10161_s0008 p10161_s0009 p10161_s0010 p10161_s0011 p10161_s0012 p10161_s0013 p10161_s0014 p10161_s0015,True,False,0
p10162,26,25,p10162_s0001,p10162_s0026,4,1,4 1 1 1 1 1 1 2 1 1 2 2 1 1 1 1 2 1 1 2 1 2 3 3 3 1,p10162_s0001 p10162_s0002 p10162_s0003 p10162_s0004 p10162_s0005 p10162_s0006 p10162_s0007 p10162_s0008 p10162_s0009 p10162_s0010 p10162_s0011 p10162_s0012 p10162_s0013 p10162_s0014 p10162_s0015 p10162_s0016 p10162_s0017 p10162_s0018 p10162_s0019 p10162_s0020 p10162_s0021 p10162_s0022 p10162_s0023 p10162_s0024 p10162_s0025 p10162_s0026,True,False,0
p10163,5,4,p10163_s0001,p10163_s0005,0,2,0 1 1 2 2,p10163_s0001 p10163_s0002 p10163_s0003 p10163_s0004 p10163_s0005,False,False,0
p10164,10,9,p10164_s0001,p10164_s0010,3,4,3 1 1 2 4 4 1 1 1 4,p10164_s0001 p10164_s0002 p10164_s0003 p10164_s0004 p10164_s0005 p10164_s0006 p10164_s0007 p10164_s0008 p10164_s0009 p10164_s0010,True,False,8
p10165,1,0,p10165_s0001,p10165_s0001,2,2,2,p10165_s0001,False,False,0
p10166,4,3,p10166_s0001,p10166_s0004,0,1,0 1 1 1,p10166_s0001 p10166_s0002 p10166_s0003 p10166_s0004,False,False,3
p10167,1,0,p10167_s0001,p10167_s0001,2,2,2,p10167_s0001,False,False,0
p10168,8,7,p10168_s0001,p10168_s0008,0,2,0 2 2 1 2 1 1 2,p10168_s0001 p10168_s0002 p10168_s0003 p10168_s0004 p10168_s0005 p10168_s0006 p10168_s0007 p10168_s0008,False,False,0
p10169,13,12,p10169_s0001,p10169_s0013,0,4,0 1 1 2 1 1 2 2 1 2 4 1 4,p10169_s0001 p10169_s0002 p10169_s0003 p10169_s0004 p10169_s0005 p10169_s0006 p10169_s0007 p10169_s0008 p10169_s0009 p10169_s0010 p10169_s0011 p10169_s0012 p10169_s0013,True,False,1
p1017,13,12,p1017_s0001,p1017_s0013,0,2,0 2 1 1 1 1 1 2 2 1 2 1 2,p1017_s0001 p1017_s0002 p1017_s0003 p1017_s0004 p1017_s0005 p1017_s0006 p1017_s0007 p1017_s0008 p1017_s0009 p1017_s0010 p1017_s0011 p1017_s0012 p1017_s0013,False,False,0
p10170,57,56,p10170_s0001,p10170_s0057,2,4,2 1 2 2 1 3 2 1 1 1 2 2 1 2 2 2 1 1 1 1 2 2 1 2 1 1 2 2 4 1 1 2 2 1 1 1 1 1 2 2 2 3 2 2 2 1 2 2 1 4 1 2 4 4 4 1 4,p10170_s0001 p10170_s0002 p10170_s0003 p10170_s0004 p10170_s0005 p10170_s0006 p10170_s0007 p10170_s0008 p10170_s0009 p10170_s0010 p10170_s0011 p10170_s0012 p10170_s0013 p10170_s0014 p10170_s0015 p10170_s0016 p10170_s0017 p10170_s0018 p10170_s0019 p10170_s0020 p10170_s0021 p10170_s0022 p10170_s0023 p10170_s0024 p10170_s0025 p10170_s0026 p10170_s0027 p10170_s0028 p10170_s0029 p10170_s0030 p10170_s0031 p10170_s0032 p10170_s0033 p10170_s0034 p10170_s0035 p10170_s0036 p10170_s0037 p10170_s0038 p10170_s0039 p10170_s0040 p10170_s0041 p10170_s0042 p10170_s0043 p10170_s0044 p10170_s0045 p10170_s0046 p10170_s0047 p10170_s0048 p10170_s0049 p10170_s0050 p10170_s0051 p10170_s0052 p10170_s0053 p10170_s0054 p10170_s0055 p10170_s0056 p10170_s0057,True,False,1
p10171,18,17,p10171_s0001,p10171_s0018,0,4,0 1 1 1 2 2 1 2 1 2 1 1 2 1 1 3 2 4,p10171_s0001 p10171_s0002 p10171_s0003 p10171_s0004 p10171_s0005 p10171_s0006 p10171_s0007 p10171_s0008 p10171_s0009 p10171_s0010 p10171_s0011 p10171_s0012 p10171_s0013 p10171_s0014 p10171_s0015 p10171_s0016 p10171_s0017 p10171_s0018,True,False,0
p10172,21,20,p10172_s0001,p10172_s0021,0,4,0 4 2 2 2 1 2 2 1 2 1 1 1 2 2 2 2 2 1 1 4,p10172_s0001 p10172_s0002 p10172_s0003 p10172_s0004 p10172_s0005 p10172_s0006 p10172_s0007 p10172_s0008 p10172_s0009 p10172_s0010 p10172_s0011 p10172_s0012 p10172_s0013 p10172_s0014 p10172_s0015 p10172_s0016 p10172_s0017 p10172_s0018 p10172_s0019 p10172_s0020 p10172_s0021,True,False,0
p10173,1,0,p10173_s0001,p10173_s0001,0,0,0,p10173_s0001,False,False,0
p10174,9,8,p10174_s0001,p10174_s0009,0,1,0 1 1 2 1 2 1 1 1,p10174_s0001 p10174_s0002 p10174_s0003 p10174_s0004 p10174_s0005 p10174_s0006 p10174_s0007 p10174_s0008 p10174_s0009,False,False,0
p10175,7,6,p10175_s0001,p10175_s0007,0,2,0 1 2 1 2 2 2,p10175_s0001 p10175_s0002 p10175_s0003 p10175_s0004 p10175_s0005 p10175_s0006 p10175_s0007,False,False,0
p10176,3,2,p10176_s0001,p10176_s0003,0,1,0 1 1,p10176_s0001 p10176_s0002 p10176_s0003,False,False,0
p10177,2,1,p10177_s0001,p10177_s0002,0,2,0 2,p10177_s0001 p10177_s0002,False,False,0
p10178,10,9,p10178_s0001,p10178_s0010,4,4,4 1 1 2 1 1 2 2 2 4,p10178_s0001 p10178_s0002 p10178_s0003 p10178_s0004 p10178_s0005 p10178_s0006 p10178_s0007 p10178_s0008 p10178_s0009 p10178_s0010,True,False,0
p10179,1,0,p10179_s0001,p10179_s0001,0,0,0,p10179_s0001,False,False,0
p1018,1,0,p1018_s0001,p1018_s0001,4,4,4,p1018_s0001,True,False,1
p10180,2,1,p10180_s0001,p10180_s0002,0,1,0 1,p10180_s0001 p10180_s0002,False,False,0
p10181,2,1,p10181_s0001,p10181_s0002,0,2,0 2,p10181_s0001 p10181_s0002,False,False,1
p10182,2,1,p10182_s0001,p10182_s0002,0,4,0 4,p10182_s0001 p10182_s0002,True,False,1
p10183,1,0,p10183_s0001,p10183_s0001,4,4,4,p10183_s0001,True,False,0
p10184,9,8,p10184_s0001,p10184_s0009,0,3,0 3 2 2 1 2 1 2 3,p10184_s0001 p10184_s0002 p10184_s0003 p10184_s0004 p10184_s0005 p10184_s0006 p10184_s0007 p10184_s0008 p10184_s0009,False,False,9
p10185,1,0,p10185_s0001,p10185_s0001,3,3,3,p10185_s0001,False,False,0
p10186,9,8,p10186_s0001,p10186_s0009,0,4,0 1 1 2 1 1 1 1 4,p10186_s0001 p10186_s0002 p10186_s0003 p10186_s0004 p10186_s0005 p10186_s0006 p10186_s0007 p10186_s0008 p10186_s0009,True,False,1
p10187,4,3,p10187_s0001,p10187_s0004,0,2,0 2 1 2,p10187_s0001 p10187_s0002 p10187_s0003 p10187_s0004,False,False,0
p10188,11,10,p10188_s0001,p10188_s0011,0,4,0 2 2 4 4 4 4 4 4 4 4,p10188_s0001 p10188_s0002 p10188_s0003 p10188_s0004 p10188_s0005 p10188_s0006 p10188_s0007 p10188_s0008 p10188_s0009 p10188_s0010 p10188_s0011,True,False,5
p10189,1,0,p10189_s0001,p10189_s0001,0,0,0,p10189_s0001,False,False,0
